x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
1702400,1459200,220.001068115,184.3565979,349.100189209,412.660064697,204.38394165,109.852958679,117.372085571,93.3180847168,135.257781982
1824000,1459200,204.38394165,349.100189209,412.660064697,494.989562988,259.643890381,191.491897583,109.852958679,117.372085571,220.001068115
1945600,1459200,259.643890381,412.660064697,494.989562988,521.186157227,708.245910645,267.853057861,191.491897583,109.852958679,204.38394165
2067200,1459200,708.245910645,494.989562988,521.186157227,815.847106934,1043.7890625,613.708740234,267.853057861,191.491897583,259.643890381
2188800,1459200,1043.7890625,521.186157227,815.847106934,1111.64489746,973.661560059,741.665710449,613.708740234,267.853057861,708.245910645
2310400,1459200,973.661560059,815.847106934,1111.64489746,961.009338379,908.234558105,818.009033203,741.665710449,613.708740234,1043.7890625
2432000,1459200,908.234558105,1111.64489746,961.009338379,932.821411133,900.799560547,854.92565918,818.009033203,741.665710449,973.661560059
2553600,1459200,900.799560547,961.009338379,932.821411133,947.577331543,912.313293457,872.76940918,854.92565918,818.009033203,908.234558105
2675200,1459200,912.313293457,932.821411133,947.577331543,983.602050781,940.017822266,899.998046875,872.76940918,854.92565918,900.799560547
2796800,1459200,940.017822266,947.577331543,983.602050781,1022.29772949,977.259033203,941.329345703,899.998046875,872.76940918,912.313293457
2918400,1459200,977.259033203,983.602050781,1022.29772949,993.458679199,994.578430176,970.189453125,941.329345703,899.998046875,940.017822266
3040000,1459200,994.578430176,1022.29772949,993.458679199,,,,970.189453125,941.329345703,977.259033203
-3040000,1337600,722.792297363,,713.485107422,712.757202148,719.131408691,754.212890625,750.884460449,,
-2918400,1337600,719.131408691,713.485107422,712.757202148,721.404296875,732.20489502,764.144958496,754.212890625,750.884460449,722.792297363
-2796800,1337600,732.20489502,712.757202148,721.404296875,769.863098145,815.153625488,889.446044922,764.144958496,754.212890625,719.131408691
-2675200,1337600,815.153625488,721.404296875,769.863098145,1025.20593262,1321.48339844,1424.71704102,889.446044922,764.144958496,732.20489502
-2553600,1337600,1321.48339844,769.863098145,1025.20593262,309.520202637,1096.28808594,2333.78710938,1424.71704102,889.446044922,815.153625488
-2432000,1337600,1096.28808594,1025.20593262,309.520202637,322.630981445,341.163726807,446.354614258,2333.78710938,1424.71704102,1321.48339844
-2310400,1337600,341.163726807,309.520202637,322.630981445,326.971679688,350.086669922,388.773590088,446.354614258,2333.78710938,1096.28808594
-2188800,1337600,350.086669922,322.630981445,326.971679688,283.745544434,323.501434326,451.380859375,388.773590088,446.354614258,341.163726807
-2067200,1337600,323.501434326,326.971679688,283.745544434,252.66104126,299.973693848,421.828826904,451.380859375,388.773590088,350.086669922
-1945600,1337600,299.973693848,283.745544434,252.66104126,228.669677734,268.319244385,356.383483887,421.828826904,451.380859375,323.501434326
-1824000,1337600,268.319244385,252.66104126,228.669677734,215.130859375,241.335128784,290.524627686,356.383483887,421.828826904,299.973693848
-1702400,1337600,241.335128784,228.669677734,215.130859375,206.052764893,223.748397827,246.261810303,290.524627686,356.383483887,268.319244385
-1580800,1337600,223.748397827,215.130859375,206.052764893,193.050445557,201.123794556,217.123977661,246.261810303,290.524627686,241.335128784
-1459200,1337600,201.123794556,206.052764893,193.050445557,173.532043457,178.189697266,196.077941895,217.123977661,246.261810303,223.748397827
-1337600,1337600,178.189697266,193.050445557,173.532043457,178.878326416,168.863021851,179.813812256,196.077941895,217.123977661,201.123794556
-1216000,1337600,168.863021851,173.532043457,178.878326416,199.218688965,184.436096191,178.637298584,179.813812256,196.077941895,178.189697266
-1094400,1337600,184.436096191,178.878326416,199.218688965,216.632019043,212.040863037,202.105041504,178.637298584,179.813812256,168.863021851
-972800,1337600,212.040863037,199.218688965,216.632019043,215.029922485,240.213607788,237.509506226,202.105041504,178.637298584,184.436096191
-851200,1337600,240.213607788,216.632019043,215.029922485,302.505218506,280.82723999,276.051025391,237.509506226,202.105041504,212.040863037
-729600,1337600,280.82723999,215.029922485,302.505218506,367.658843994,169.123321533,39.6603164673,276.051025391,237.509506226,240.213607788
-608000,1337600,169.123321533,302.505218506,367.658843994,375.548309326,37.868309021,61.1423606873,39.6603164673,276.051025391,280.82723999
-486400,1337600,37.868309021,367.658843994,375.548309326,125.710464478,36.1443710327,45.1974983215,61.1423606873,39.6603164673,169.123321533
-364800,1337600,36.1443710327,375.548309326,125.710464478,39.1991233826,40.5883255005,54.7540893555,45.1974983215,61.1423606873,37.868309021
-243200,1337600,40.5883255005,125.710464478,39.1991233826,41.970615387,41.1023864746,35.5355072021,54.7540893555,45.1974983215,36.1443710327
-121600,1337600,41.1023864746,39.1991233826,41.970615387,39.2539749146,34.1977653503,31.1680755615,35.5355072021,54.7540893555,40.5883255005
0,1337600,34.1977653503,41.970615387,39.2539749146,37.0308990479,32.4252738953,32.3355407715,31.1680755615,35.5355072021,41.1023864746
121600,1337600,32.4252738953,39.2539749146,37.0308990479,34.5406417847,31.7869491577,33.1626396179,32.3355407715,31.1680755615,34.1977653503
243200,1337600,31.7869491577,37.0308990479,34.5406417847,34.5479125977,29.0215988159,26.6083068848,33.1626396179,32.3355407715,32.4252738953
364800,1337600,29.0215988159,34.5406417847,34.5479125977,31.031211853,28.5764198303,24.5986289978,26.6083068848,33.1626396179,31.7869491577
486400,1337600,28.5764198303,34.5479125977,31.031211853,31.2565898895,28.2984924316,27.7255592346,24.5986289978,26.6083068848,29.0215988159
608000,1337600,28.2984924316,31.031211853,31.2565898895,47.6911849976,33.3187408447,23.4197826385,27.7255592346,24.5986289978,28.5764198303
729600,1337600,33.3187408447,31.2565898895,47.6911849976,87.631072998,46.5852546692,31.7371177673,23.4197826385,27.7255592346,28.2984924316
851200,1337600,46.5852546692,47.6911849976,87.631072998,95.1656036377,57.3425254822,36.3662872314,31.7371177673,23.4197826385,33.3187408447
972800,1337600,57.3425254822,87.631072998,95.1656036377,84.4104309082,59.7030220032,42.0149650574,36.3662872314,31.7371177673,46.5852546692
1094400,1337600,59.7030220032,95.1656036377,84.4104309082,109.054931641,66.1822967529,47.8086051941,42.0149650574,36.3662872314,57.3425254822
1216000,1337600,66.1822967529,84.4104309082,109.054931641,148.012893677,81.3004455566,50.6874847412,47.8086051941,42.0149650574,59.7030220032
1337600,1337600,81.3004455566,109.054931641,148.012893677,140.136398315,89.0690841675,54.4818687439,50.6874847412,47.8086051941,66.1822967529
1459200,1337600,89.0690841675,148.012893677,140.136398315,135.257781982,93.3180847168,61.646484375,54.4818687439,50.6874847412,81.3004455566
1580800,1337600,93.3180847168,140.136398315,135.257781982,220.001068115,117.372085571,68.4927520752,61.646484375,54.4818687439,89.0690841675
1702400,1337600,117.372085571,135.257781982,220.001068115,204.38394165,109.852958679,75.4954376221,68.4927520752,61.646484375,93.3180847168
1824000,1337600,109.852958679,220.001068115,204.38394165,259.643890381,191.491897583,118.682617188,75.4954376221,68.4927520752,117.372085571
1945600,1337600,191.491897583,204.38394165,259.643890381,708.245910645,267.853057861,243.627929688,118.682617188,75.4954376221,109.852958679
2067200,1337600,267.853057861,259.643890381,708.245910645,1043.7890625,613.708740234,295.58883667,243.627929688,118.682617188,191.491897583
2188800,1337600,613.708740234,708.245910645,1043.7890625,973.661560059,741.665710449,578.656799316,295.58883667,243.627929688,267.853057861
2310400,1337600,741.665710449,1043.7890625,973.661560059,908.234558105,818.009033203,743.642028809,578.656799316,295.58883667,613.708740234
2432000,1337600,818.009033203,973.661560059,908.234558105,900.799560547,854.92565918,819.987304688,743.642028809,578.656799316,741.665710449
2553600,1337600,854.92565918,908.234558105,900.799560547,912.313293457,872.76940918,852.441894531,819.987304688,743.642028809,818.009033203
2675200,1337600,872.76940918,900.799560547,912.313293457,940.017822266,899.998046875,893.772155762,852.441894531,819.987304688,854.92565918
2796800,1337600,899.998046875,912.313293457,940.017822266,977.259033203,941.329345703,930.709350586,893.772155762,852.441894531,872.76940918
2918400,1337600,941.329345703,940.017822266,977.259033203,994.578430176,970.189453125,941.774536133,930.709350586,893.772155762,899.998046875
3040000,1337600,970.189453125,977.259033203,994.578430176,,,,941.774536133,930.709350586,941.329345703
-3040000,1216000,750.884460449,,722.792297363,719.131408691,754.212890625,791.10559082,783.29510498,,
-2918400,1216000,754.212890625,722.792297363,719.131408691,732.20489502,764.144958496,791.800109863,791.10559082,783.29510498,750.884460449
-2796800,1216000,764.144958496,719.131408691,732.20489502,815.153625488,889.446044922,850.73059082,791.800109863,791.10559082,754.212890625
-2675200,1216000,889.446044922,732.20489502,815.153625488,1321.48339844,1424.71704102,1084.19787598,850.73059082,791.800109863,764.144958496
-2553600,1216000,1424.71704102,815.153625488,1321.48339844,1096.28808594,2333.78710938,1849.13562012,1084.19787598,850.73059082,889.446044922
-2432000,1216000,2333.78710938,1321.48339844,1096.28808594,341.163726807,446.354614258,1302.69396973,1849.13562012,1084.19787598,1424.71704102
-2310400,1216000,446.354614258,1096.28808594,341.163726807,350.086669922,388.773590088,504.684173584,1302.69396973,1849.13562012,2333.78710938
-2188800,1216000,388.773590088,341.163726807,350.086669922,323.501434326,451.380859375,502.745666504,504.684173584,1302.69396973,446.354614258
-2067200,1216000,451.380859375,350.086669922,323.501434326,299.973693848,421.828826904,567.684326172,502.745666504,504.684173584,388.773590088
-1945600,1216000,421.828826904,323.501434326,299.973693848,268.319244385,356.383483887,456.0362854,567.684326172,502.745666504,451.380859375
-1824000,1216000,356.383483887,299.973693848,268.319244385,241.335128784,290.524627686,359.702026367,456.0362854,567.684326172,421.828826904
-1702400,1216000,290.524627686,268.319244385,241.335128784,223.748397827,246.261810303,283.15222168,359.702026367,456.0362854,356.383483887
-1580800,1216000,246.261810303,241.335128784,223.748397827,201.123794556,217.123977661,238.326065063,283.15222168,359.702026367,290.524627686
-1459200,1216000,217.123977661,223.748397827,201.123794556,178.189697266,196.077941895,215.721954346,238.326065063,283.15222168,246.261810303
-1337600,1216000,196.077941895,201.123794556,178.189697266,168.863021851,179.813812256,194.443664551,215.721954346,238.326065063,217.123977661
-1216000,1216000,179.813812256,178.189697266,168.863021851,184.436096191,178.637298584,188.621795654,194.443664551,215.721954346,196.077941895
-1094400,1216000,178.637298584,168.863021851,184.436096191,212.040863037,202.105041504,209.282531738,188.621795654,194.443664551,179.813812256
-972800,1216000,202.105041504,184.436096191,212.040863037,240.213607788,237.509506226,243.046096802,209.282531738,188.621795654,178.637298584
-851200,1216000,237.509506226,212.040863037,240.213607788,280.82723999,276.051025391,170.341110229,243.046096802,209.282531738,202.105041504
-729600,1216000,276.051025391,240.213607788,280.82723999,169.123321533,39.6603164673,86.631439209,170.341110229,243.046096802,237.509506226
-608000,1216000,39.6603164673,280.82723999,169.123321533,37.868309021,61.1423606873,29.8645133972,86.631439209,170.341110229,276.051025391
-486400,1216000,61.1423606873,169.123321533,37.868309021,36.1443710327,45.1974983215,68.0991973877,29.8645133972,86.631439209,39.6603164673
-364800,1216000,45.1974983215,37.868309021,36.1443710327,40.5883255005,54.7540893555,65.8178100586,68.0991973877,29.8645133972,61.1423606873
-243200,1216000,54.7540893555,36.1443710327,40.5883255005,41.1023864746,35.5355072021,37.9149131775,65.8178100586,68.0991973877,45.1974983215
-121600,1216000,35.5355072021,40.5883255005,41.1023864746,34.1977653503,31.1680755615,33.7587394714,37.9149131775,65.8178100586,54.7540893555
0,1216000,31.1680755615,41.1023864746,34.1977653503,32.4252738953,32.3355407715,30.2386283875,33.7587394714,37.9149131775,35.5355072021
121600,1216000,32.3355407715,34.1977653503,32.4252738953,31.7869491577,33.1626396179,28.323759079,30.2386283875,33.7587394714,31.1680755615
243200,1216000,33.1626396179,32.4252738953,31.7869491577,29.0215988159,26.6083068848,26.7204036713,28.323759079,30.2386283875,32.3355407715
364800,1216000,26.6083068848,31.7869491577,29.0215988159,28.5764198303,24.5986289978,25.1629180908,26.7204036713,28.323759079,33.1626396179
486400,1216000,24.5986289978,29.0215988159,28.5764198303,28.2984924316,27.7255592346,24.3640518188,25.1629180908,26.7204036713,26.6083068848
608000,1216000,27.7255592346,28.5764198303,28.2984924316,33.3187408447,23.4197826385,23.8917198181,24.3640518188,25.1629180908,24.5986289978
729600,1216000,23.4197826385,28.2984924316,33.3187408447,46.5852546692,31.7371177673,20.1286659241,23.8917198181,24.3640518188,27.7255592346
851200,1216000,31.7371177673,33.3187408447,46.5852546692,57.3425254822,36.3662872314,25.4324378967,20.1286659241,23.8917198181,23.4197826385
972800,1216000,36.3662872314,46.5852546692,57.3425254822,59.7030220032,42.0149650574,31.8947105408,25.4324378967,20.1286659241,31.7371177673
1094400,1216000,42.0149650574,57.3425254822,59.7030220032,66.1822967529,47.8086051941,37.379989624,31.8947105408,25.4324378967,36.3662872314
1216000,1216000,47.8086051941,59.7030220032,66.1822967529,81.3004455566,50.6874847412,43.9931869507,37.379989624,31.8947105408,42.0149650574
1337600,1216000,50.6874847412,66.1822967529,81.3004455566,89.0690841675,54.4818687439,56.9151115417,43.9931869507,37.379989624,47.8086051941
1459200,1216000,54.4818687439,81.3004455566,89.0690841675,93.3180847168,61.646484375,66.2816085815,56.9151115417,43.9931869507,50.6874847412
1580800,1216000,61.646484375,89.0690841675,93.3180847168,117.372085571,68.4927520752,77.5279312134,66.2816085815,56.9151115417,54.4818687439
1702400,1216000,68.4927520752,93.3180847168,117.372085571,109.852958679,75.4954376221,95.1265182495,77.5279312134,66.2816085815,61.646484375
1824000,1216000,75.4954376221,117.372085571,109.852958679,191.491897583,118.682617188,108.378715515,95.1265182495,77.5279312134,68.4927520752
